不间断胸弊有时疼痛已经有3个多月,"['不间断', '胸弊', '有时', '疼痛', '已经', '有', '3', '个', '多月']",临床表现(病症表现),3
腰间盘突出可以用麝香跌打风湿膏吗，有没有效果呢？,"['腰间盘', '突出', '可以', '用', '麝香', '跌打', '风湿', '膏', '吗', '，', '有没有', '效果', '呢', '？']",其他,12
请教一下能否告知慢性疾病的贫血的释义,"['请教', '一下', '能否', '告知', '慢性疾病的贫血', '的', '释义']",定义,0
长期肩和脖子疼是心绞痛吗,"['长期', '肩', '和', '脖子', '疼', '是', '心绞痛', '吗']",病因,1
请问月经干净三天后又大量出血是什么问题？,"['请问', '月经', '干净', '三天', '后', '又', '大量', '出血', '是', '什么', '问题', '？']",定义,0
如果得了腰椎病如何体检,"['如果', '得', '了', '腰椎病', '如何', '体检']",化验/体检方案,10
支气管扩张吃什么药治的好一点？,"['支气管扩张', '吃', '什么', '药治', '的', '好', '一点', '？']",治疗方法,5
做什么工作会得尘肺病?,"['做', '什么', '工作', '会得', '尘肺病', '?']",病因,1
食管癌和食道癌一样吗,"['食管癌', '和', '食道癌', '一样', '吗']",其他,12
我想请问一下，尿道有炎症用什么药消炎,"['我', '想', '请问', '一下', '，', '尿道', '有', '炎症', '用', '什么', '药', '消炎']",治疗方法,5
冒昧问一下喉喑要做什么化验治疗吗,"['冒昧', '问', '一下', '喉喑', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
肠胃是否有问题,"['肠胃', '是否', '有', '问题']",治疗方法,5
脱屑性间质肺炎如何体检,"['脱屑性间质肺炎', '如何', '体检']",化验/体检方案,10
痔疮出血怎么办？请大夫给个药方，谢谢，3天了,"['痔疮', '出血', '怎么办', '？', '请', '大夫', '给', '个', '药方', '，', '谢谢', '，', '3', '天', '了']",治疗方法,5
问一下急性单纯性咽炎的症状是什么,"['问', '一下', '急性单纯性咽炎', '的', '症状', '是', '什么']",临床表现(病症表现),3
胆固醇脓胸是什么病,"['胆固醇脓胸', '是', '什么', '病']",定义,0
冒昧问一下梭形细胞肿瘤易发人群是哪些人,"['冒昧', '问', '一下', '梭形细胞肿瘤', '易发', '人群', '是', '哪些', '人']",传染性,7
请问胃炎都有什么表现？,"['请问', '胃炎', '都', '有', '什么', '表现', '？']",临床表现(病症表现),3
谁知道肺纤维化的症状是什么?,"['谁', '知道', '肺纤维化', '的', '症状', '是', '什么', '?']",临床表现(病症表现),3
请教一下怎样解释创伤性关节炎是啥？,"['请教', '一下', '怎样', '解释', '创伤性关节炎', '是', '啥', '？']",定义,0
请问月经推迟9天是怀孕啦吗？,"['请问', '月经', '推迟', '9', '天是', '怀孕', '啦', '吗', '？']",预防,2
宫颈癌疫苗能预防宫颈癌吗,"['宫颈癌', '疫苗', '能', '预防', '宫颈癌', '吗']",预防,2
阴茎瘙痒怎么回事,"['阴茎', '瘙痒', '怎么回事']",病因,1
您好，请问请问有治低血糖的二氮嗪吗？,"['您好', '，', '请问', '请问', '有', '治', '低血糖', '的', '二', '氮', '嗪', '吗', '？']",其他,12
为什么儿童也会得淋巴瘤,"['为什么', '儿童', '也', '会', '得', '淋巴瘤']",病因,1
强迫症怎么治多梦,"['强迫症', '怎么', '治多梦']",治疗方法,5
高血压水肿用什么药？,"['高血压', '水肿', '用', '什么', '药', '？']",治疗方法,5
小儿尿道下裂要做什么化验治疗吗,"['小儿尿道下裂', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
老婆患有痔疮，便血。痔疮是怎么引起的？,"['老婆', '患有', '痔疮', '，', '便血', '。', '痔疮', '是', '怎么', '引起', '的', '？']",病因,1
孩子出生四十多天了总打嗝是怎么回事,"['孩子', '出生', '四十多天', '了', '总', '打嗝', '是', '怎么回事']",临床表现(病症表现),3
有家族心脏病史，病情的发生需要怎么才能解除。,"['有', '家族', '心脏病', '史', '，', '病情', '的', '发生', '需要', '怎么', '才能', '解除', '。']",治疗方法,5
什么是宫颈癌前病变,"['什么', '是', '宫颈癌前病变']",定义,0
请问这个月来月经不正常仅一天量少呈黑色？,"['请问', '这个', '月', '来', '月经', '不', '正常', '仅', '一天', '量少', '呈', '黑色', '？']",临床表现(病症表现),3
如何防止尿路感染复发？,"['如何', '防止', '尿路感染', '复发', '？']",预防,2
胃癌应该如何治疗,"['胃癌', '应该', '如何', '治疗']",治疗方法,5
两肺少量纤维灶指的是什么原因,"['两肺', '少量', '纤维', '灶', '指', '的', '是', '什么', '原因']",病因,1
阴茎短小可以做延长手术吗,"['阴茎', '短小', '可以', '做', '延长', '手术', '吗']",治疗方法,5
问一下角膜溃疡会传给孩子吗,"['问', '一下', '角膜溃疡', '会', '传给', '孩子', '吗']",传染性,7
拿碘伏一直消毒的了，感觉不太管事,"['拿', '碘', '伏', '一直', '消毒', '的', '了', '，', '感觉', '不太', '管事']",其他,12
睡觉时间多少小时合适14岁,"['睡觉时间', '多少', '小时', '合适', '14', '岁']",其他,12
丘脑胶质瘤的病因是什么,"['丘', '脑胶质瘤', '的', '病因', '是', '什么']",病因,1
你好，喝了一瓶红酒，第二天特别恶心怎么回事,"['你好', '，', '喝', '了', '一瓶', '红酒', '，', '第二天', '特别', '恶心', '怎么回事']",病因,1
八个月宝宝不爱吃饭,"['八个', '月', '宝宝', '不爱', '吃饭']",病因,1
手脚比较凉怎么回事，心慌慌的请问吃什么药对症？,"['手脚', '比较', '凉', '怎么回事', '，', '心慌慌', '的', '请问', '吃', '什么', '药', '对症', '？']",治疗方法,5
外伤性蛛网膜下腔出血的病因是什么,"['外伤性', '蛛网膜下腔出血', '的', '病因', '是', '什么']",病因,1
痔疮手术后怎么一直疼,"['痔疮', '手术', '后', '怎么', '一直', '疼']",病因,1
增殖性红斑传染性强吗,"['增殖性红斑', '传染性', '强', '吗']",传染性,7
小孩肚子疼，爱大便,"['小孩', '肚子疼', '，', '爱', '大便']",临床表现(病症表现),3
女小孩尿频，医院B超，尿常规检查正常怎么办,"['女', '小孩', '尿频', '，', '医院', 'B超', '，', '尿常规', '检查', '正常', '怎么办']",治疗方法,5
请问，尿频，该吃什么药？,"['请问', '，', '尿频', '，', '该', '吃', '什么', '药', '？']",治疗方法,5
请问月经快结束时有黑褐色的分泌物是怎么回事啊？,"['请问', '月经', '快', '结束', '时有', '黑褐色', '的', '分泌物', '是', '怎么回事', '啊', '？']",病因,1
强迫症会导致精神分裂吗,"['强迫症', '会', '导致', '精神分裂', '吗']",相关病症,4
脊椎外伤怎么回事,"['脊椎外伤', '怎么回事']",定义,0
你好长期吃乳果糖会长胖吗,"['你好', '长期', '吃', '乳', '果糖', '会长', '胖', '吗']",其他,12
肾结石如何保守治疗？,"['肾结石', '如何', '保守', '治疗', '？']",治疗方法,5
风湿性心脏病瓣膜关闭不严,"['风湿性心脏病', '瓣膜', '关闭', '不严']",临床表现(病症表现),3
冒昧问一下蜂螫伤有什么一并发生,"['冒昧', '问', '一下', '蜂螫伤', '有', '什么', '一并', '发生']",相关病症,4
最佳的治疗直肠炎的药物是什么啊,"['最佳', '的', '治疗', '直肠炎', '的', '药物', '是', '什么', '啊']",治疗方法,5
请问例假不稳定有小血块怎么办？,"['请问', '例假', '不', '稳定', '有', '小', '血块', '怎么办', '？']",治疗方法,5
药物过敏性口炎看啥科呢,"['药物过敏性口炎', '看', '啥', '科', '呢']",所属科室,6
怎么做防止腺样囊性癌,"['怎么', '做', '防止', '腺样囊性癌']",预防,2
用网上卖的金琥消痔膏能治疗内痔吗？应如何治疗？,"['用', '网上', '卖', '的', '金', '琥消', '痔膏能', '治疗', '内痔', '吗', '？', '应', '如何', '治疗', '？']",其他,12
晶体异位和脱位治疗多少时间,"['晶体异位和脱位', '治疗', '多少', '时间']",治疗时间,11
腿部肌肉疼臀部关节膝关节疼，敷热后症状明显减轻,"['腿部', '肌肉', '疼', '臀部', '关节', '膝关节', '疼', '，', '敷热后', '症状', '明显', '减轻']",其他,12
请问月经不调有何不良影响？,"['请问', '月经不调', '有何', '不良影响', '？']",其他,12
肺动脉狭窄要怎么治疗？,"['肺动脉', '狭窄', '要', '怎么', '治疗', '？']",治疗方法,5
心悸可以跑步吗,"['心悸', '可以', '跑步', '吗']",禁忌,9
请问，艾地苯醌片和吡拉西坦片可以同时服用吗？,"['请问', '，', '艾地', '苯醌', '片', '和', '吡', '拉西', '坦片', '可以', '同时', '服用', '吗', '？']",禁忌,9
心包缩窄是怎么回事？,"['心包', '缩窄', '是', '怎么回事', '？']",定义,0
请问子宫肌瘤盆腔囊肿该怎么治疗？,"['请问', '子宫肌瘤', '盆腔', '囊肿', '该', '怎么', '治疗', '？']",治疗方法,5
明天体育考试，能喝葡萄糖补充吗,"['明天', '体育考试', '，', '能', '喝', '葡萄糖', '补充', '吗']",治疗方法,5
请问小儿脊髓肿瘤症状表现是什么,"['请问', '小儿', '脊髓肿瘤', '症状', '表现', '是', '什么']",临床表现(病症表现),3
请问结肠癌现在还能救吗,"['请问', '结肠癌', '现在', '还', '能', '救', '吗']",治愈率,8
孩子不吸收，吃一顿拉一顿，大便次数多,"['孩子', '不', '吸收', '，', '吃', '一顿', '拉', '一顿', '，', '大便', '次数', '多']",临床表现(病症表现),3
创伤性气胸是什么病,"['创伤性气胸', '是', '什么', '病']",定义,0
影响急性心肌梗死预后的因素有哪些？,"['影响', '急性心肌梗死', '预后', '的', '因素', '有', '哪些', '？']",病因,1
看了几个月严重了，痰成阳性了,"['看', '了', '几个', '月', '严重', '了', '，', '痰', '成', '阳性', '了']",临床表现(病症表现),3
如何诊断脑出血？,"['如何', '诊断', '脑出血', '？']",预防,2
脑萎缩是怎么回事？,"['脑萎缩', '是', '怎么回事', '？']",病因,1
我该如何躲开痰积,"['我该', '如何', '躲开', '痰积']",预防,2
长期紧张会产生高血压吗？,"['长期', '紧张', '会', '产生', '高血压', '吗', '？']",病因,1
如何才可以避掉灰泥角化病,"['如何', '才', '可以', '避掉', '灰泥角化病']",预防,2
上厕所小便痛，就是最近几天的情况请问怎么回事,"['上', '厕所', '小便', '痛', '，', '就是', '最近', '几天', '的', '情况', '请问', '怎么回事']",临床表现(病症表现),3
孩子为什么突然不爱吃饭了？,"['孩子', '为什么', '突然', '不爱', '吃饭', '了', '？']",病因,1
心绞痛是骨头疼吗,"['心绞痛', '是', '骨头', '疼', '吗']",定义,0
锌中毒得治疗几个小时,"['锌中毒', '得', '治疗', '几个', '小时']",治疗时间,11
你好，麻烦问一下纵隔囊肿要治几多时间,"['你好', '，', '麻烦', '问', '一下', '纵隔囊肿', '要治', '几多', '时间']",治疗时间,11
哮喘病人可以做什么运动,"['哮喘病', '人', '可以', '做', '什么', '运动']",其他,12
鼻后滴漏综合症治好要多久,"['鼻后滴漏综合症', '治好', '要', '多久']",治疗时间,11
请问月经拖后二十天有问题吗？,"['请问', '月经', '拖后', '二十天', '有', '问题', '吗', '？']",相关病症,4
痔疮术后大便刺痛，是否得了肛裂?,"['痔疮', '术后', '大便', '刺痛', '，', '是否', '得', '了', '肛裂', '?']",病因,1
内分泌性高血压检查什么,"['内分泌性高血压', '检查', '什么']",化验/体检方案,10
什么是妄想强迫症,"['什么', '是', '妄想', '强迫症']",定义,0
你好，麻烦问一下阴茎前阴囊治愈比例,"['你好', '，', '麻烦', '问', '一下', '阴茎前阴囊', '治愈', '比例']",治愈率,8
慢阻肺病人感冒了怎么办？,"['慢阻', '肺病', '人', '感冒', '了', '怎么办', '？']",相关病症,4
一岁宝宝嗓子有痰，怎么化痰,"['一岁', '宝宝', '嗓子', '有', '痰', '，', '怎么', '化痰']",治疗方法,5
您好新生儿紫癜能治吗,"['您好', '新生儿紫癜', '能治', '吗']",治愈率,8
请问月经推迟10天白带有血丝是怎么回事？,"['请问', '月经', '推迟', '10', '天', '白带', '有', '血丝', '是', '怎么回事', '？']",病因,1
不动手术如何治疗内痔？,"['不', '动手术', '如何', '治疗', '内痔', '？']",治疗方法,5
心肌梗死后心包炎是什么病,"['心肌梗死后心包炎', '是', '什么', '病']",定义,0
影响急性心肌梗死预后的因素有哪些？,"['影响', '急性心肌梗死', '预后', '的', '因素', '有', '哪些', '？']",病因,1
请问肛门口有个红肿块，还有点痛是什么原因？,"['请问', '肛门口', '有个', '红', '肿块', '，', '还', '有点痛', '是', '什么', '原因', '？']",病因,1
变异性哮喘的症状有哪些?,"['变异性哮喘', '的', '症状', '有', '哪些', '?']",临床表现(病症表现),3
消化不好拉肚子怎么办,"['消化', '不好', '拉肚子', '怎么办']",治疗方法,5
婴幼儿腹泻的症状表现是什么,"['婴幼儿腹泻', '的', '症状', '表现', '是', '什么']",临床表现(病症表现),3
请问两次例假中间白带褐色胶状怎么回事？,"['请问', '两次', '例假', '中间', '白带', '褐色', '胶状', '怎么回事', '？']",病因,1
手腕内侧连着胸口抽痛是怎么回事，正常吗,"['手腕', '内侧', '连', '着', '胸口', '抽痛', '是', '怎么回事', '，', '正常', '吗']",临床表现(病症表现),3
痔疮疼得厉害大号出血怎么办,"['痔疮', '疼得', '厉害', '大', '号', '出血', '怎么办']",治疗方法,5
支气管炎治疗用什么方法好?,"['支气管炎', '治疗', '用', '什么', '方法', '好', '?']",治疗方法,5
提肛能治疗痔疮吗？,"['提肛', '能', '治疗', '痔疮', '吗', '？']",治疗方法,5
抽动症可以治愈吗？治疗以后会不会产生后遗症？,"['抽动症', '可以', '治愈', '吗', '？', '治疗', '以后', '会', '不会', '产生', '后遗症', '？']",其他,12
心跳过缓早搏，有没有什么关系？会不会对身体有害？,"['心跳', '过缓', '早搏', '，', '有没有', '什么', '关系', '？', '会', '不会', '对', '身体', '有害', '？']",其他,12
您好皮肤肿瘤要检查啥项目？,"['您好', '皮肤肿瘤', '要', '检查', '啥', '项目', '？']",化验/体检方案,10
请问我已经有两个月没来月经了怎么回事？,"['请问', '我', '已经', '有', '两个', '月', '没来', '月经', '了', '怎么回事', '？']",病因,1
什么是弥漫性血管瘤,"['什么', '是', '弥漫性', '血管瘤']",定义,0
"你好,请问患了膀胱炎要吃什么药治疗?","['你好', ',', '请问', '患', '了', '膀胱炎', '要', '吃', '什么', '药', '治疗', '?']",治疗方法,5
请问得了妊娠合并癫痫如何体检,"['请问', '得', '了', '妊娠合并癫痫', '如何', '体检']",化验/体检方案,10
脊髓蛛网膜炎有哪些并发症？,"['脊髓蛛网膜炎', '有', '哪些', '并发症', '？']",相关病症,4
心梗越来越年轻化，日常应该如何预防心梗？,"['心梗', '越来越', '年轻化', '，', '日常', '应该', '如何', '预防', '心梗', '？']",预防,2
阴茎短小可以增大吗？,"['阴茎', '短小', '可以', '增大', '吗', '？']",其他,12
什么叫智能障碍?,"['什么', '叫', '智能障碍', '?']",定义,0
咋躲开胰腺异位,"['咋', '躲开', '胰腺异位']",预防,2
骨肿瘤治疗周期？,"['骨肿瘤', '治疗', '周期', '？']",治疗时间,11
肛裂怎么治疗,"['肛裂', '怎么', '治疗']",治疗方法,5
直肠腺癌可不可以治愈？复发几率大概是多少？,"['直肠', '腺癌', '可不可以', '治愈', '？', '复发', '几率', '大概', '是', '多少', '？']",其他,12
什么是变异性哮喘,"['什么', '是', '变异性哮喘']",定义,0
如果得了结肠破裂的症状是什么,"['如果', '得', '了', '结肠破裂', '的', '症状', '是', '什么']",临床表现(病症表现),3
肺癌晚期只能化疗还有什么好方法？,"['肺癌', '晚期', '只能', '化疗', '还有', '什么', '好', '方法', '？']",治疗方法,5
成都治疗便秘医院怎么快速排便?,"['成都', '治疗', '便秘', '医院', '怎么', '快速', '排便', '?']",治疗方法,5
尿痛是什么原因啊,"['尿痛', '是', '什么', '原因', '啊']",病因,1
乙状结肠和直肠炎充血水肿，求好的治疗方子,"['乙状结肠', '和', '直肠炎', '充血', '水肿', '，', '求好', '的', '治疗', '方子']",治疗方法,5
牙折要做什么化验治疗吗,"['牙折', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
请问手和脚轻微浮肿结肠癌是不是发展到晚期了,"['请问', '手和脚', '轻微', '浮肿', '结肠癌', '是不是', '发展', '到', '晚期', '了']",临床表现(病症表现),3
尿道炎吃什么药好,"['尿道炎', '吃', '什么', '药好']",治疗方法,5
如果得了舌下间隙感染要治几多时间,"['如果', '得', '了', '舌下间隙感染', '要治', '几多', '时间']",治疗时间,11
汗腺癌可以看啥科室,"['汗腺癌', '可以', '看', '啥', '科室']",所属科室,6
怎么治疗脑回状颅皮,"['怎么', '治疗', '脑回状颅皮']",治疗方法,5
请问得了复张性肺水肿治好得多少年,"['请问', '得', '了', '复张性肺水肿', '治', '好得多', '少年']",治疗时间,11
颅内转移瘤怎么办,"['颅内转移瘤', '怎么办']",治疗方法,5
打扰问一下外阴肿瘤属于什么科,"['打扰', '问', '一下', '外阴肿瘤', '属于', '什么', '科']",所属科室,6
胰腺癌的中药治疗,"['胰腺癌', '的', '中药', '治疗']",治疗方法,5
冠状动脉加强CT和肺部CT能否一起做？,"['冠状动脉', '加强', 'CT', '和', '肺部', 'CT', '能否', '一起', '做', '？']",其他,12
预防急性心肌梗死的日常护理方法是什么?,"['预防', '急性心肌梗死', '的', '日常', '护理', '方法', '是', '什么', '?']",预防,2
请问月经不按时来怎么回事啊？,"['请问', '月经', '不', '按时', '来', '怎么回事', '啊', '？']",病因,1
阴茎短小怎么办？,"['阴茎', '短小', '怎么办', '？']",治疗方法,5
您好毛发上皮瘤临床表现,"['您好', '毛发上皮瘤', '临床表现']",临床表现(病症表现),3
问一下呃逆治疗时间长吗,"['问', '一下', '呃逆', '治疗', '时间', '长', '吗']",治疗时间,11
胸膜炎复查是要照胸片吗,"['胸膜炎', '复查', '是', '要', '照', '胸片', '吗']",治疗方法,5
您好脊髓型颈椎病要做什么化验治疗吗,"['您好', '脊髓型颈椎病', '要', '做', '什么', '化验', '治疗', '吗']",化验/体检方案,10
多年的外痔怎么能根治？,"['多年', '的', '外痔', '怎么', '能', '根治', '？']",治疗方法,5
我大姨妈过去半个月又来了，而且很多,"['我', '大姨妈', '过去', '半个', '月', '又', '来', '了', '，', '而且', '很多']",临床表现(病症表现),3
变异性哮喘如何治疗?,"['变异性哮喘', '如何', '治疗', '?']",治疗方法,5
如果得了小儿洋地黄中毒挂啥科,"['如果', '得', '了', '小儿洋地黄中毒', '挂', '啥', '科']",所属科室,6
12个月孩子消化不好拉肚子怎么办,"['12', '个', '月', '孩子', '消化', '不好', '拉肚子', '怎么办']",治疗方法,5
黏多糖贮积症我会染上吗,"['黏多糖贮积症', '我会', '染上', '吗']",传染性,7
请问白带呈白色但有乳白色物怎么办？,"['请问', '白带', '呈', '白色', '但', '有', '乳白色', '物', '怎么办', '？']",治疗方法,5
请问恶性肿瘤的可能性大吗？,"['请问', '恶性肿瘤', '的', '可能性', '大', '吗', '？']",预防,2
女性尿道炎是怎么引起的？可以给我说说嘛？,"['女性', '尿道炎', '是', '怎么', '引起', '的', '？', '可以', '给', '我', '说', '说', '嘛', '？']",病因,1
什么原因引起心绞痛,"['什么', '原因', '引起', '心绞痛']",定义,0
防晒霜,['防晒霜'],其他,12
吃泡泡糖咽了，不知道有没有卡在气管,"['吃', '泡泡糖', '咽', '了', '，', '不', '知道', '有没有', '卡', '在', '气管']",治疗方法,5
什么手段可以躲开少腹如扇,"['什么', '手段', '可以', '躲开', '少腹如扇']",预防,2
心脏病高血压应注意什么,"['心脏病', '高血压', '应', '注意', '什么']",预防,2
缬沙坦与氯沙坦钾片有没有什么区别吗,"['缬沙坦', '与', '氯沙坦', '钾片', '有没有', '什么', '区别', '吗']",其他,12
睡觉晚上心绞痛怎么办,"['睡觉', '晚上', '心绞痛', '怎么办']",临床表现(病症表现),3
颅内转移瘤的病因是什么,"['颅内转移瘤', '的', '病因', '是', '什么']",病因,1
心绞痛失眠是怎么回事,"['心绞痛', '失眠', '是', '怎么回事']",临床表现(病症表现),3
医生你好我想问下，我尿道炎应该吃什么药好？,"['医生', '你好', '我想', '问下', '，', '我', '尿道炎', '应该', '吃', '什么', '药好', '？']",治疗方法,5
孩子不爱吃饭只吃母乳怎么办,"['孩子', '不爱', '吃饭', '只', '吃', '母乳', '怎么办']",治疗方法,5
心绞痛能办了低保吗,"['心绞痛', '能办', '了', '低保', '吗']",其他,12
喝酒之后出现便血的原因是什么？,"['喝酒', '之后', '出现', '便血', '的', '原因', '是', '什么', '？']",病因,1
医生，我为什么晚上躺在床上吐气会感觉要咳嗽,"['医生', '，', '我', '为什么', '晚上', '躺', '在', '床上', '吐气', '会', '感觉', '要', '咳嗽']",病因,1
支气管扩张发病率大概是多少,"['支气管扩张', '发病率', '大概', '是', '多少']",其他,12
房性期前收缩是什么病,"['房性期前收缩', '是', '什么', '病']",定义,0
打扰问一下消中治好要多少天,"['打扰', '问', '一下', '消中', '治好', '要', '多少', '天']",治疗时间,11
哺乳期得了肠炎怎么办？,"['哺乳期', '得', '了', '肠炎', '怎么办', '？']",治疗方法,5
心悸能吃永真片吗,"['心悸', '能', '吃', '永真片', '吗']",治疗方法,5
心悸会胸闷吗,"['心悸', '会', '胸闷', '吗']",定义,0
医生您好，我得了甲亢，想问医生怎么治疗,"['医生', '您好', '，', '我', '得', '了', '甲亢', '，', '想', '问', '医生', '怎么', '治疗']",治疗方法,5
早上没吃饭想吐肚子剧烈疼痛,"['早上', '没', '吃饭', '想', '吐', '肚子', '剧烈', '疼痛']",病因,1
安神补脑液和刺五加片能配合着吃吗？近两天失眠,"['安神', '补', '脑液', '和', '刺五加', '片能', '配合', '着', '吃', '吗', '？', '近两天', '失眠']",治疗方法,5
如果得了兽咬伤治好希望大么？,"['如果', '得', '了', '兽咬伤', '治', '好', '希望', '大', '么', '？']",治愈率,8
强骨胶囊和健腰补肾丸都是治疗肾阳虚有何不同？,"['强骨', '胶囊', '和', '健腰', '补肾', '丸', '都', '是', '治疗', '肾阳虚', '有何', '不同', '？']",其他,12
外阴瘙痒，摩擦痛,"['外阴瘙痒', '，', '摩擦', '痛']",病因,1
慢阻肺的临床表现有哪些？,"['慢阻', '肺', '的', '临床表现', '有', '哪些', '？']",临床表现(病症表现),3
老年人自发性气胸是什么病,"['老年人自发性气胸', '是', '什么', '病']",定义,0
颅骨骨膜窦的病因是什么,"['颅骨骨膜窦', '的', '病因', '是', '什么']",病因,1
有什么方法治疗胸部平坦,"['有', '什么', '方法', '治疗', '胸部', '平坦']",治疗方法,5
中医治疗失眠有哪些方法？,"['中医', '治疗', '失眠', '有', '哪些', '方法', '？']",治疗方法,5
我把肝癌三期，面部发黄，眼睛也是黄的，能活多久。,"['我', '把', '肝癌', '三期', '，', '面部', '发黄', '，', '眼睛', '也', '是', '黄', '的', '，', '能', '活多久', '。']",临床表现(病症表现),3
心悸说不出话是煤气中毒吗,"['心悸', '说不出', '话', '是', '煤气中毒', '吗']",定义,0
冒昧问一下多乳房治疗时间长吗,"['冒昧', '问', '一下', '多乳房', '治疗', '时间', '长', '吗']",治疗时间,11
先天性肌病的病因是什么,"['先天性', '肌病', '的', '病因', '是', '什么']",病因,1
我血压高七年，一直在吃替米沙坦片,"['我', '血压高', '七年', '，', '一直', '在', '吃', '替', '米沙坦', '片']",其他,12
请教一下附件炎看什么医生,"['请教', '一下', '附件炎', '看', '什么', '医生']",所属科室,6
小便次数频繁是怎么回事,"['小便', '次数', '频繁', '是', '怎么回事']",临床表现(病症表现),3
请问经期血的颜色不正常怎么回事？,"['请问', '经期', '血', '的', '颜色', '不', '正常', '怎么回事', '？']",病因,1
冒昧问一下先天性眼球震颤治疗多长时间,"['冒昧', '问', '一下', '先天性眼球震颤', '治疗', '多长时间']",治疗时间,11
红酒能预防大肠癌吗？,"['红酒', '能', '预防', '大肠癌', '吗', '？']",其他,12
每次来月经都拉肚子,"['每次', '来', '月经', '都', '拉肚子']",其他,12
变异性哮喘怎么治?,"['变异性哮喘', '怎么', '治', '?']",治疗方法,5
变异性哮喘要注意些什么?,"['变异性哮喘', '要', '注意', '些', '什么', '?']",禁忌,9
肛裂患者怎么做爱,"['肛裂', '患者', '怎么', '做爱']",其他,12
请教一下着色芽生菌病应该看啥医生,"['请教', '一下', '着色芽生菌病', '应该', '看', '啥', '医生']",所属科室,6
上厕所的时候刚肛门流血但是不疼该怎么办,"['上', '厕所', '的', '时候', '刚', '肛门', '流血', '但是', '不疼', '该', '怎么办']",治疗方法,5
拉肚子对肚子里的宝宝有影响吗,"['拉肚子', '对', '肚子', '里', '的', '宝宝', '有', '影响', '吗']",治疗方法,5
我就是每个月来大姨妈的时候不是感冒就是吃不下饭啊,"['我', '就是', '每个', '月', '来', '大姨妈', '的', '时候', '不是', '感冒', '就是', '吃不下', '饭', '啊']",临床表现(病症表现),3
打嗝、老觉呼吸不够,"['打嗝', '、', '老觉', '呼吸', '不够']",临床表现(病症表现),3
最近几年常失眠，三唑仑哪有卖？听说效果好。,"['最近', '几年', '常', '失眠', '，', '三唑仑', '哪有卖', '？', '听说', '效果', '好', '。']",其他,12
请问我有的大姨妈怎么还没来？,"['请问', '我', '有', '的', '大姨妈', '怎么', '还', '没来', '？']",其他,12
为了预防高血压。有没有什么药吃了能预防？,"['为了', '预防', '高血压', '。', '有没有', '什么', '药', '吃', '了', '能', '预防', '？']",预防,2
请问得了能否问一下断指再植是啥意思,"['请问', '得', '了', '能否', '问', '一下', '断指再植', '是', '啥意思']",定义,0
宝宝拉肚子拉绿粑粑,"['宝宝', '拉肚子', '拉绿粑', '粑']",治疗方法,5
在么？就是总是打嗝，然后大便黑绿色，怎么回事呢,"['在', '么', '？', '就是', '总是', '打嗝', '，', '然后', '大便', '黑绿色', '，', '怎么回事', '呢']",病因,1
我血压135，底压100,"['我', '血压', '135', '，', '底压', '100']",其他,12
孩子肛门疼怎么回事,"['孩子', '肛门', '疼', '怎么回事']",临床表现(病症表现),3
变异性哮喘真的没办法治吗,"['变异性哮喘', '真的', '没', '办法', '治', '吗']",治疗方法,5
我女儿今年三周半大便出血是什么原因,"['我', '女儿', '今年', '三周', '半', '大便', '出血', '是', '什么', '原因']",病因,1
经常感冒，吃什抵抗力好,"['经常', '感冒', '，', '吃什', '抵抗力', '好']",预防,2
涨气打嗝心悸怎么回事,"['涨气', '打嗝', '心悸', '怎么回事']",病因,1
心绞痛右边会疼吗,"['心绞痛', '右边', '会', '疼', '吗']",临床表现(病症表现),3
利福平胶囊的注意事项,"['利福平', '胶囊', '的', '注意事项']",禁忌,9
过敏性哮喘反复发作，如何控制,"['过敏性哮喘', '反复', '发作', '，', '如何', '控制']",治疗方法,5
你好，麻烦问一下化脓性腱鞘炎现象,"['你好', '，', '麻烦', '问', '一下', '化脓性腱鞘炎', '现象']",临床表现(病症表现),3
支气管炎咳嗽会传染吗,"['支气管炎', '咳嗽', '会', '传染', '吗']",传染性,7
请问得了外阴淋巴管瘤挂啥科,"['请问', '得', '了', '外阴淋巴管瘤', '挂', '啥', '科']",所属科室,6
肺癌晚期有哪些症状,"['肺癌', '晚期', '有', '哪些', '症状']",相关病症,4
产妇肛裂怎么办,"['产妇', '肛裂', '怎么办']",治疗方法,5
我右胸口疼，一直在疼，平常没有过，这是怎么回事,"['我右', '胸口', '疼', '，', '一直', '在', '疼', '，', '平常', '没有', '过', '，', '这是', '怎么回事']",临床表现(病症表现),3
怎样治疗直肠糜烂,"['怎样', '治疗', '直肠', '糜烂']",治疗方法,5
肺纤维化吃什么食物好,"['肺纤维化', '吃', '什么', '食物', '好']",禁忌,9
热性惊厥怎么诊断,"['热性', '惊厥', '怎么', '诊断']",临床表现(病症表现),3
你好，孕妇能吃盘龙七片吗？,"['你好', '，', '孕妇', '能', '吃', '盘龙', '七片', '吗', '？']",禁忌,9
你們有托吡酯胶囊出售的吗,"['你們', '有', '托', '吡酯', '胶囊', '出售', '的', '吗']",其他,12
